CentroidX,CentroidY,Area(pix),Speed(mm/s),ObjClass,MajorAxisLength(pix),MinorAxisLength(pix),Orientation(rad),Solidity,Eccentricity,Diameter(um)
2207.2961432506886,33.89531680440771,726.0,0.38330082263453313,BIT,47.959622286895026,20.591359079409795,-0.025684014134241717,0.9590488771466315,0.9031392212705933,160.5996098716144
2526.056439942113,42.38205499276411,691.0,0.30208597179254326,BIT,46.95124880766022,20.039069070616506,-0.027819094016856602,0.9597222222222223,0.9043432648532064,156.2995101685624
2169.447429906542,289.36915887850466,856.0,1.9340471326818207,BIT,49.489535014967025,23.450894040431947,0.0354452831081999,0.9553571428571429,0.8806025529870599,182.94207737535228
2487.4842615012108,297.680387409201,826.0,1.2141548693704411,BIT,49.68448650279074,22.78231202930013,0.02298862685771113,0.9429223744292238,0.8886738982865646,177.6769358671305
2208.95154185022,538.3986784140969,908.0,1.9650708439038542,BIT,50.65578172460812,24.459831189984595,-0.03403283658915891,0.9517819706498952,0.8756955981806186,190.80465325977414
2527.130328867235,665.6760048721072,821.0,1.2125958498098441,BIT,49.17097593049876,22.778619272802697,-0.02578499403923942,0.960233918128655,0.886225893692785,177.65744812262307
2170.33203125,784.8411458333334,768.0,1.0278917246315231,BIT,48.23913048208468,21.58234896027703,0.027600235058271246,0.9660377358490566,0.8943322846303191,168.33470069557828
2489.321086261981,919.5670926517572,626.0,-0.5451088669704518,BIT,46.4771788930145,18.367306413666505,0.016465147913612047,0.9513677811550152,0.9185994951442078,143.2312480298398
2080.46875,994.234375,320.0,18.58614505806775,BIT,20.300008041029567,20.061533896592625,-1.1228003250071046,0.9696969696969697,0.15282989487781037,157.93072529033873
2527.1552567237163,1022.1699266503667,818.0,1.4499423024180267,BIT,48.99203758178535,22.69363430071105,-0.030196046070081264,0.9623529411764706,0.8862482044931906,177.01179320462083
1941.782291191237,1045.2094933820174,2191.0,18.113055498808578,BIT,52.90647154767436,52.72935543589135,1.1064333355694045,0.982070820259973,0.08175717086692597,412.24798535921366
2207.3223140495866,1047.5482093663911,726.0,0.42649314403249683,BIT,47.85185226779381,20.655231970495183,-0.031120773908697098,0.9615894039735099,0.9020413734527201,161.11791772838995
1727.7943786982248,1048.6153846153845,676.0,-0.25146615959663343,BIT,47.04627310520086,19.611797280436075,-0.03180166602356163,0.9602272727272727,0.9089698472229947,152.9824060848404
2527.6401384083047,1097.4959630911187,867.0,1.7451106036177286,BIT,49.93452084378528,23.62658050055649,-0.03567827739560773,0.956953642384106,0.8809812161691589,184.3138825452216
2076.6947040498444,1090.4299065420562,321.0,18.54982009284325,BIT,20.2829834590219,20.141620794962652,0.9241486230190554,0.9697885196374623,0.1178578223894003,157.74910046421627
1690.4261796042617,1177.5692541856924,657.0,-0.24234750260033167,BIT,46.39167069028504,19.219209989290185,0.02693147985585722,0.9591240875912409,0.9101488094809682,149.9024168444461
2081.4420062695926,1188.2006269592478,319.0,18.66102165372559,BIT,20.384694610392405,19.91718589898841,-1.1450761471333535,0.9666666666666667,0.21293806334952795,158.30510826862795
2078.359621451104,1283.7665615141955,317.0,18.3966330145119,BIT,20.153385875005366,20.022327307006222,1.1681109774504654,0.9694189602446484,0.1138587695779067,156.9831650725595
1932.4958753437213,1300.5357470210815,2182.0,18.63604284833034,BIT,52.75930086908779,52.65778593991911,1.1892681640294032,0.9828828828828828,0.06200424608071464,411.2685570282944
2169.5005834305716,1302.928821470245,857.0,1.6660681986565429,BIT,49.69057576700422,23.50039424181311,0.03495030030448942,0.9596864501679732,0.8810975158166858,183.32585248320677
1688.975845410628,1303.943236714976,828.0,1.2323186889408024,BIT,49.24195437513433,22.808591429856556,0.029114146164550797,0.968421052631579,0.886256769917605,177.90398361176003
2077.9566563467492,1385.1176470588234,323.0,19.132928010708355,BIT,20.61047059272746,19.963364878474433,-1.482891435506937,0.9584569732937686,0.24861237437553013,160.66464005354177
1726.485822306238,1429.2533081285444,529.0,-1.6449004487658367,BIT,44.17851803714907,16.37624587084279,-0.0315519271060294,0.9548736462093863,0.9287592655630121,127.74486995138433
2079.35534591195,1479.7610062893082,318.0,18.562612137672247,BIT,20.294732514709175,19.94538903104632,1.1667034670900558,0.9665653495440729,0.18474497459361713,157.81306068836125
